P,k,seed,l,Omega_L1,Omega_AC,Omega_true,chi_AC,n_groups,max_group_size,restart_gain
10,27,0,7,54.0,48.14213562373095,29.700165616394344,0.6169266325973726,22,2,1.0
10,27,0,8,54.0,48.14213562373095,24.265469490814517,0.5040380775890053,22,2,1.0
10,27,0,9,54.0,48.14213562373095,29.674975623705407,0.6164033904860168,22,2,1.0
10,27,1,0,54.0,45.798989873223334,25.760376269351458,0.5624660356191048,20,2,1.0
10,27,1,1,54.0,48.14213562373095,25.88113538832981,0.5375984063235468,22,2,1.0
10,27,1,2,54.0,48.14213562373095,25.75921223925048,0.535065840048709,22,2,1.0
10,27,1,3,54.0,48.14213562373095,28.46878409177337,0.591348591476696,22,2,1.0
10,27,1,4,54.0,48.14213562373095,26.411857826902395,0.5486224797614309,22,2,1.0
10,27,1,5,54.0,48.14213562373095,25.890455842345677,0.5377920091601288,22,2,1.0
10,27,1,6,54.0,48.14213562373095,27.996084525304774,0.5815297589645051,22,2,1.0
10,27,1,7,54.0,45.798989873223334,25.881095976450354,0.5651018952184773,20,2,1.0
10,27,1,8,54.0,48.14213562373095,27.1760216632766,0.5644955569831552,22,2,1.0
10,27,1,9,54.0,49.31370849898476,23.75077489031358,0.48162621739962114,23,2,1.0
10,27,2,0,54.0,48.14213562373095,28.184358285184544,0.5854405484930644,22,2,1.0
10,27,2,1,54.0,50.48528137423857,26.373458275033116,0.5223989558368761,24,2,1.0
10,27,2,2,54.0,48.14213562373095,26.64252609256021,0.5534138805306172,22,2,1.0
10,27,2,3,54.0,46.97056274847714,24.821361465599637,0.5284450518192777,21,2,1.0
10,27,2,4,54.0,46.97056274847714,24.281737041814303,0.5169564855298983,21,2,1.0
10,27,2,5,54.0,46.97056274847714,25.419719117269327,0.5411840444277725,21,2,1.0
10,27,2,6,54.0,45.798989873223334,23.584699618294152,0.5149611308803799,20,2,1.0
10,27,2,7,54.0,45.798989873223334,28.895186958588997,0.6309131934694208,20,2,1.0
10,27,2,8,54.0,48.14213562373095,26.47493068502967,0.5499326181113421,22,2,1.0
10,27,2,9,54.0,46.97056274847714,25.43908882483508,0.5415964241488644,21,2,1.0
10,27,3,0,54.0,49.31370849898476,27.64551379476319,0.560605045457742,23,2,1.0
10,27,3,1,54.0,46.97056274847714,26.70419366502924,0.5685304178284522,21,2,1.0
10,27,3,2,54.0,48.14213562373095,26.061100125543618,0.5413366022901814,22,2,1.0
10,27,3,3,54.0,48.14213562373095,27.121658472799965,0.5633663343225419,22,2,1.0
10,27,3,4,54.0,49.31370849898476,25.82371116629455,0.5236619177976889,23,2,1.0
10,27,3,5,54.0,49.31370849898476,25.934404933217227,0.5259066033079047,23,2,1.0
10,27,3,6,54.0,46.97056274847714,24.319551825850944,0.5177615596406586,21,2,1.0
10,27,3,7,54.0,46.97056274847714,24.785854682785875,0.5276891148933375,21,2,1.0
10,27,3,8,54.0,48.14213562373095,26.03391812333217,0.5407719825063003,22,2,1.0
10,27,3,9,54.0,48.14213562373095,28.34289904944301,0.5887337294499208,22,2,1.0
10,27,4,0,54.0,46.97056274847714,26.528395725093503,0.564787691966786,21,2,1.0
10,27,4,1,54.0,46.97056274847714,24.843208699530233,0.5289101779036209,21,2,1.0
10,27,4,2,54.0,48.14213562373095,24.50646512997504,0.5090439967498023,22,2,1.0
10,27,4,3,54.0,48.14213562373095,26.267143804315413,0.5456165054582127,22,2,1.0
10,27,4,4,54.0,48.14213562373095,26.027074992920767,0.5406298382012598,22,2,1.0
10,27,4,5,54.0,48.14213562373095,26.600822659351795,0.5525476241282349,22,2,1.0
10,27,4,6,54.0,46.97056274847714,27.27405785275035,0.580662786579763,21,2,1.0
10,27,4,7,54.0,48.14213562373095,25.75300447191846,0.5349368933941496,22,2,1.0
10,27,4,8,54.0,48.14213562373095,26.793420909538007,0.5565482412111894,22,2,1.0
10,27,4,9,54.0,46.97056274847714,24.173899732271373,0.5146606367422142,21,2,1.0
10,27,5,0,54.0,46.97056274847714,25.648700688086933,0.5460590460760129,21,2,1.0
10,27,5,1,54.0,46.97056274847714,26.40261165687292,0.5621097579404439,21,2,1.0
10,27,5,2,54.0,48.14213562373095,25.22451315588542,0.523959164442455,22,2,1.0
10,27,5,3,54.0,48.14213562373095,25.354424978530673,0.5266576700438812,22,2,1.0
10,27,5,4,54.0,46.97056274847714,28.032208251727777,0.5968037556168437,21,2,1.0
10,27,5,5,54.0,46.97056274847714,25.8571113586778,0.5504960946953127,21,2,1.0
10,27,5,6,54.0,48.14213562373095,26.188371815807848,0.5439802675247062,22,2,1.0
10,27,5,7,54.0,49.31370849898476,29.396605184547504,0.5961142667895826,23,2,1.0
10,27,5,8,54.0,48.14213562373095,26.50786306324151,0.5506166836972403,22,2,1.0
10,27,5,9,54.0,45.798989873223334,27.593470346837698,0.6024908065269446,20,2,1.0
1,28,0,0,56.0,47.798989873223334,29.81431297415981,0.6237435781223817,21,2,1.0
1,28,1,0,56.0,48.97056274847714,25.90008539879709,0.5288909080303047,22,2,1.0
1,28,2,0,56.0,50.14213562373095,28.765491225941222,0.5736790200122085,23,2,1.0
1,28,3,0,56.0,52.48528137423857,24.704222218101126,0.47068857346788917,25,2,1.0
1,28,4,0,56.0,48.97056274847714,24.457186895172292,0.49942629862739013,22,2,1.0
1,28,5,0,56.0,47.798989873223334,24.876762091579188,0.5204453516185074,21,2,1.0
2,28,0,0,56.0,50.14213562373095,27.74108064704715,0.5532488854327542,23,2,1.0
2,28,0,1,56.0,47.798989873223334,25.61708023818221,0.5359335062545479,21,2,1.0
2,28,1,0,56.0,50.14213562373095,29.92818146334693,0.5968669082611374,23,2,1.0
2,28,1,1,56.0,47.798989873223334,26.650663310001036,0.5575570400271274,21,2,1.0
2,28,2,0,56.0,50.14213562373095,24.254277767559948,0.4837105054632144,23,2,1.0
2,28,2,1,56.0,51.31370849898476,25.60860874549172,0.4990597930765106,24,2,1.0
2,28,3,0,56.0,51.31370849898476,27.921266965387208,0.5441288065535086,24,2,1.0
2,28,3,1,56.0,48.97056274847714,26.693828178223548,0.5450994777276407,22,2,1.0
2,28,4,0,56.0,47.798989873223334,27.082334775430596,0.5665880146685262,21,2,1.0
2,28,4,1,56.0,48.97056274847714,26.70864676619353,0.5454020796815144,22,2,1.0
2,28,5,0,56.0,50.14213562373095,29.90522021864067,0.5964089851108639,23,2,1.0
2,28,5,1,56.0,50.14213562373095,26.51758959686821,0.52884842791415,23,2,1.0
3,28,0,0,56.0,50.14213562373095,24.41416059148152,0.48689909769074413,23,2,1.0
3,28,0,1,56.0,50.14213562373095,27.718404323427933,0.5527966445511655,23,2,1.0
3,28,0,2,56.0,48.97056274847714,30.070789375263864,0.6140584810044681,22,2,1.0
3,28,1,0,56.0,48.97056274847714,26.81784834021434,0.5476320228941683,22,2,1.0
3,28,1,1,56.0,47.798989873223334,25.549000736982123,0.5345092188087116,21,2,1.0
3,28,1,2,56.0,48.97056274847714,24.749811357696718,0.5054018162874057,22,2,1.0
3,28,2,0,56.0,50.14213562373095,24.578793113560806,0.4901824146063757,23,2,1.0
3,28,2,1,56.0,48.97056274847714,25.37736539582515,0.5182167402520674,22,2,1.0
3,28,2,2,56.0,47.798989873223334,25.905066572416715,0.5419584522837072,21,2,1.0
3,28,3,0,56.0,48.97056274847714,25.849458319241954,0.5278570812430741,22,2,1.0
3,28,3,1,56.0,50.14213562373095,27.810248648033088,0.5546283241049516,23,2,1.0
3,28,3,2,56.0,51.31370849898476,29.466127914538887,0.5742350100289842,24,2,1.0
3,28,4,0,56.0,48.97056274847714,25.28647195260085,0.5163606569619662,22,2,1.0
3,28,4,1,56.0,51.31370849898476,26.53315133240839,0.5170772510611535,24,2,1.0
3,28,4,2,56.0,47.798989873223334,25.539172460756767,0.5343036019902093,21,2,1.0
3,28,5,0,56.0,48.97056274847714,27.136914256092407,0.5541474864292079,22,2,1.0
3,28,5,1,56.0,47.798989873223334,27.992754132025524,0.5856348472273234,21,2,1.0
3,28,5,2,56.0,48.97056274847714,29.7376467741653,0.6072555654894952,22,2,1.0
4,28,0,0,56.0,47.798989873223334,28.274308841783153,0.5915252375996805,21,2,1.0
4,28,0,1,56.0,48.97056274847714,25.935634288777656,0.5296168316869952,22,2,1.0
4,28,0,2,56.0,48.97056274847714,25.745397974394866,0.5257321241462655,22,2,1.0
4,28,0,3,56.0,47.798989873223334,26.046498222106116,0.544917335935109,21,2,1.0
4,28,1,0,56.0,50.14213562373095,28.76291991900041,0.5736277396487213,23,2,1.0
4,28,1,1,56.0,48.97056274847714,27.297391314962518,0.5574244971446932,22,2,1.0
4,28,1,2,56.0,47.798989873223334,28.84005821756672,0.6033612487221769,21,2,1.0
4,28,1,3,56.0,48.97056274847714,25.18426983106738,0.5142736455862057,22,2,1.0
4,28,2,0,56.0,50.14213562373095,25.0810778683123,0.500199633627932,23,2,1.0
4,28,2,1,56.0,48.97056274847714,25.621767922765073,0.5232075452014658,22,2,1.0
4,28,2,2,56.0,50.14213562373095,26.29395533620176,0.5243884212174944,23,2,1.0
4,28,2,3,56.0,50.14213562373095,23.525570192580698,0.4691776666458272,23,2,1.0
4,28,3,0,56.0,50.14213562373095,24.97030324837043,0.4979904213842987,23,2,1.0
4,28,3,1,56.0,50.14213562373095,25.381437408231378,0.5061897961166818,23,2,1.0
4,28,3,2,56.0,48.97056274847714,24.677152200657723,0.5039180849810658,22,2,1.0
4,28,3,3,56.0,48.97056274847714,30.055930250429252,0.6137550512703454,22,2,1.0
4,28,4,0,56.0,48.97056274847714,27.11792449675128,0.5537597073579592,22,2,1.0
4,28,4,1,56.0,50.14213562373095,23.339339360841308,0.4654636080118497,23,2,1.0
4,28,4,2,56.0,51.31370849898476,25.821679755114296,0.5032121144708374,24,2,1.0
4,28,4,3,56.0,50.14213562373095,26.54796123518189,0.5294541388184798,23,2,1.0
4,28,5,0,56.0,48.97056274847714,25.665529931196943,0.5241011842771824,22,2,1.0
4,28,5,1,56.0,47.798989873223334,24.688712793016723,0.5165111827362522,21,2,1.0
4,28,5,2,56.0,48.97056274847714,25.777805758474905,0.5263939050664989,22,2,1.0
4,28,5,3,56.0,50.14213562373095,28.517494319589062,0.5687331415954386,23,2,1.0
5,28,0,0,56.0,52.48528137423857,23.846488142573016,0.4543461998905778,25,2,1.0
5,28,0,1,56.0,48.97056274847714,25.465378254041035,0.5200140007546257,22,2,1.0
5,28,0,2,56.0,50.14213562373095,24.71226676228583,0.49284432054765065,23,2,1.0
5,28,0,3,56.0,50.14213562373095,24.980515588428,0.49819408921636316,23,2,1.0
5,28,0,4,56.0,47.798989873223334,29.4158727178583,0.6154078317528813,21,2,1.0
5,28,1,0,56.0,48.97056274847714,24.158525863590317,0.49332751162516675,22,2,1.0
5,28,1,1,56.0,51.31370849898476,25.673272918003057,0.500319966515595,24,2,1.0
5,28,1,2,56.0,47.798989873223334,27.533017270166972,0.5760167179932557,21,2,1.0
5,28,1,3,56.0,48.97056274847714,24.9845959546859,0.510196218961418,22,2,1.0
5,28,1,4,56.0,48.97056274847714,29.229404883759827,0.5968770470106306,22,2,1.0
5,28,2,0,56.0,47.798989873223334,25.828759134763317,0.5403620286384422,21,2,1.0
5,28,2,1,56.0,47.798989873223334,26.669513796369877,0.5579514100006108,21,2,1.0
5,28,2,2,56.0,48.97056274847714,26.232448033151798,0.5356778962881646,22,2,1.0
5,28,2,3,56.0,50.14213562373095,29.914306901862584,0.5965902036231766,23,2,1.0
5,28,2,4,56.0,47.798989873223334,28.94410721146687,0.6055380519177281,21,2,1.0
5,28,3,0,56.0,48.97056274847714,27.002249250254074,0.551397568962872,22,2,1.0
5,28,3,1,56.0,50.14213562373095,27.434082909249376,0.5471263353263627,23,2,1.0
5,28,3,2,56.0,47.798989873223334,27.619657636177166,0.5778293162561058,21,2,1.0
5,28,3,3,56.0,47.798989873223334,27.393210351298546,0.5730918252447011,21,2,1.0
5,28,3,4,56.0,47.798989873223334,24.304276162958296,0.5084684054499944,21,2,1.0
5,28,4,0,56.0,48.97056274847714,25.713965170532347,0.5250902527423372,22,2,1.0
5,28,4,1,56.0,48.97056274847714,25.784530455816345,0.5265312262848802,22,2,1.0
5,28,4,2,56.0,50.14213562373095,23.29257544779616,0.46453098094155365,23,2,1.0
5,28,4,3,56.0,50.14213562373095,25.915027811684226,0.5168313532983889,23,2,1.0
5,28,4,4,56.0,51.31370849898476,29.42555730101352,0.5734443711390632,24,2,1.0
5,28,5,0,56.0,50.14213562373095,27.80819144245094,0.5545872966226444,23,2,1.0
5,28,5,1,56.0,48.97056274847714,24.916059618258373,0.508796677429099,22,2,1.0
5,28,5,2,56.0,50.14213562373095,26.776137166724787,0.5340047214513206,23,2,1.0
5,28,5,3,56.0,50.14213562373095,24.989377455738932,0.49837082415596434,23,2,1.0
5,28,5,4,56.0,47.798989873223334,27.55366632039697,0.5764487156209204,21,2,1.0
6,28,0,0,56.0,51.31370849898476,27.557374580987698,0.5370372827669028,24,2,1.0
6,28,0,1,56.0,47.798989873223334,27.32916054662799,0.5717518428551059,21,2,1.0
6,28,0,2,56.0,48.97056274847714,25.117475453332112,0.5129096756012509,22,2,1.0
6,28,0,3,56.0,48.97056274847714,26.594207917374177,0.543065189059956,22,2,1.0
6,28,0,4,56.0,47.798989873223334,27.879965115899534,0.5832751945144703,21,2,1.0
6,28,0,5,56.0,47.798989873223334,24.700338977802623,0.516754413499428,21,2,1.0
6,28,1,0,56.0,50.14213562373095,24.36206524345674,0.4858601441763645,23,2,1.0
6,28,1,1,56.0,51.31370849898476,28.05746019971965,0.5467829361870185,24,2,1.0
6,28,1,2,56.0,51.31370849898476,26.109393713322497,0.5088190753907228,24,2,1.0
6,28,1,3,56.0,48.97056274847714,27.48966637031345,0.5613508366547882,22,2,1.0
6,28,1,4,56.0,48.97056274847714,26.055152904105224,0.5320574533302759,22,2,1.0
6,28,1,5,56.0,48.97056274847714,25.04443099990078,0.5114180763764982,22,2,1.0
6,28,2,0,56.0,47.798989873223334,25.358882503109328,0.5305317658462737,21,2,1.0
6,28,2,1,56.0,47.798989873223334,25.354538499710205,0.5304408851935518,21,2,1.0
6,28,2,2,56.0,48.97056274847714,25.369823145961043,0.5180627242587686,22,2,1.0
6,28,2,3,56.0,48.97056274847714,25.06900450890798,0.5119198780227936,22,2,1.0
6,28,2,4,56.0,50.14213562373095,28.0967746384201,0.560342599869692,23,2,1.0
6,28,2,5,56.0,48.97056274847714,28.39513741654534,0.5798409457205667,22,2,1.0
6,28,3,0,56.0,47.798989873223334,27.87424423994546,0.5831555083878545,21,2,1.0
6,28,3,1,56.0,50.14213562373095,28.164153108822454,0.5616863493842313,23,2,1.0
6,28,3,2,56.0,51.31370849898476,27.358606912093126,0.5331637044442893,24,2,1.0
6,28,3,3,56.0,48.97056274847714,26.52668154278531,0.5416862713837247,22,2,1.0
6,28,3,4,56.0,48.97056274847714,28.434952542566677,0.5806539877561634,22,2,1.0
6,28,3,5,56.0,47.798989873223334,25.828816216019646,0.5403632228322208,21,2,1.0
6,28,4,0,56.0,50.14213562373095,27.98050775520756,0.5580238537340066,23,2,1.0
6,28,4,1,56.0,48.97056274847714,27.506623976457885,0.5616971182818042,22,2,1.0
6,28,4,2,56.0,51.31370849898476,22.904608633062992,0.44636432062820325,24,2,1.0
6,28,4,3,56.0,47.798989873223334,24.747485915183734,0.5177407719456244,21,2,1.0
6,28,4,4,56.0,47.798989873223334,25.47279359847916,0.5329148935163762,21,2,1.0
6,28,4,5,56.0,52.48528137423857,27.521739856240004,0.524370626118974,25,2,1.0
6,28,5,0,56.0,50.14213562373095,26.28536659497694,0.5242171333152544,23,2,1.0
6,28,5,1,56.0,50.14213562373095,26.246560207281107,0.523443205615265,23,2,1.0
6,28,5,2,56.0,48.97056274847714,28.67445792620822,0.5855447909285036,22,2,1.0
6,28,5,3,56.0,50.14213562373095,27.393862349747586,0.5463242043640198,23,2,1.0
6,28,5,4,56.0,51.31370849898476,27.735712898989853,0.54051273451691,24,2,1.0
6,28,5,5,56.0,48.97056274847714,25.318662147057722,0.5170179946083031,22,2,1.0
7,28,0,0,56.0,50.14213562373095,27.022911875017222,0.5389262251970773,23,2,1.0
7,28,0,1,56.0,50.14213562373095,23.44065699148889,0.46748421661551737,23,2,1.0
7,28,0,2,56.0,51.31370849898476,27.29142149242745,0.5318543970168792,24,2,1.0
7,28,0,3,56.0,50.14213562373095,23.29320631751564,0.46454356256999113,23,2,1.0
7,28,0,4,56.0,48.97056274847714,27.41340101911257,0.5597934653092189,22,2,1.0
7,28,0,5,56.0,47.798989873223334,26.02784189456531,0.544527027947633,21,2,1.0
7,28,0,6,56.0,51.31370849898476,28.3361767728954,0.552214556339385,24,2,1.0
7,28,1,0,56.0,47.798989873223334,26.423337032359626,0.5528011596571792,21,2,1.0
7,28,1,1,56.0,50.14213562373095,29.905097834099184,0.5964065443583917,23,2,1.0
7,28,1,2,56.0,50.14213562373095,24.798588977402062,0.4945658709770938,23,2,1.0
7,28,1,3,56.0,51.31370849898476,24.29741614859578,0.4735073113859331,24,2,1.0
7,28,1,4,56.0,50.14213562373095,23.586537560498705,0.47039355757587276,23,2,1.0
7,28,1,5,56.0,48.97056274847714,25.970195691021644,0.5303225904184499,22,2,1.0
7,28,1,6,56.0,48.97056274847714,30.27330847668015,0.6181940083508959,22,2,1.0
7,28,2,0,56.0,47.798989873223334,28.556100708076812,0.5974205895106948,21,2,1.0
7,28,2,1,56.0,50.14213562373095,26.77582803577586,0.5339985563579299,23,2,1.0
7,28,2,2,56.0,48.97056274847714,28.05220692188697,0.5728381572000482,22,2,1.0
7,28,2,3,56.0,48.97056274847714,25.401398825252812,0.5187075132405484,22,2,1.0
7,28,2,4,56.0,48.97056274847714,32.08087937984724,0.6551053853438691,22,2,1.0
7,28,2,5,56.0,48.97056274847714,30.245777416043406,0.6176318122254777,22,2,1.0
7,28,2,6,56.0,50.14213562373095,27.794568395821912,0.5543156080226362,23,2,1.0
7,28,3,0,56.0,51.31370849898476,24.096246705892796,0.46958692736794766,24,2,1.0
7,28,3,1,56.0,51.31370849898476,26.187381506114807,0.5103388991390658,24,2,1.0
7,28,3,2,56.0,50.14213562373095,29.619375426056287,0.5907082946829695,23,2,1.0
7,28,3,3,56.0,50.14213562373095,25.843277681863356,0.5154004184383486,23,2,1.0
7,28,3,4,56.0,50.14213562373095,30.453018123879616,0.6073338868611533,23,2,1.0
7,28,3,5,56.0,50.14213562373095,25.948468520668058,0.5174982716210302,23,2,1.0
7,28,3,6,56.0,48.97056274847714,24.92758492811334,0.5090320292243021,22,2,1.0
7,28,4,0,56.0,47.798989873223334,28.80061200285094,0.602535996665169,21,2,1.0
7,28,4,1,56.0,48.97056274847714,27.90733356807676,0.5698797808678359,22,2,1.0
7,28,4,2,56.0,47.798989873223334,25.9510124525804,0.5429196834788758,21,2,1.0
7,28,4,3,56.0,48.97056274847714,28.829001151028656,0.5887006301949259,22,2,1.0
7,28,4,4,56.0,48.97056274847714,25.43506746133145,0.5193950413020813,22,2,1.0
7,28,4,5,56.0,50.14213562373095,28.084262183655127,0.5600930601440834,23,2,1.0
7,28,4,6,56.0,51.31370849898476,22.830263798239265,0.4449154907346243,24,2,1.0
7,28,5,0,56.0,50.14213562373095,24.67628716857052,0.4921267684675937,23,2,1.0
7,28,5,1,56.0,50.14213562373095,26.9390755279277,0.5372542511966352,23,2,1.0
7,28,5,2,56.0,50.14213562373095,26.321269056518055,0.5249331471246887,23,2,1.0
7,28,5,3,56.0,51.31370849898476,31.320371137659343,0.610370445906848,24,2,1.0
7,28,5,4,56.0,51.31370849898476,28.530727182575546,0.5560059488419167,24,2,1.0
7,28,5,5,56.0,47.798989873223334,25.58329815860838,0.5352267532527913,21,2,1.0
7,28,5,6,56.0,48.97056274847714,26.74501739456953,0.5461447835904485,22,2,1.0
8,28,0,0,56.0,50.14213562373095,27.867392831749115,0.5557679680990734,23,2,1.0
8,28,0,1,56.0,50.14213562373095,27.393435459486028,0.5463156907605156,23,2,1.0
8,28,0,2,56.0,48.97056274847714,30.163370427169518,0.6159490259912833,22,2,1.0
8,28,0,3,56.0,50.14213562373095,25.9186542377049,0.5169036762255153,23,2,1.0
8,28,0,4,56.0,48.97056274847714,27.109050272122808,0.5535784918658266,22,2,1.0
8,28,0,5,56.0,47.798989873223334,25.145533679644238,0.5260683070152199,21,2,1.0
8,28,0,6,56.0,50.14213562373095,26.37178528312995,0.5259406077360789,23,2,1.0
8,28,0,7,56.0,48.97056274847714,26.38501640651074,0.5387934082364868,22,2,1.0
8,28,1,0,56.0,50.14213562373095,26.13895117048157,0.5212971255677967,23,2,1.0
8,28,1,1,56.0,48.97056274847714,28.315771038890837,0.5782202500781224,22,2,1.0
8,28,1,2,56.0,48.97056274847714,24.46494288132569,0.4995846792078469,22,2,1.0
8,28,1,3,56.0,47.798989873223334,25.996173146807607,0.5438644878428798,21,2,1.0
8,28,1,4,56.0,47.798989873223334,26.6768529932408,0.5581049529288272,21,2,1.0
8,28,1,5,56.0,50.14213562373095,26.617871004089906,0.5308483707960051,23,2,1.0
8,28,1,6,56.0,48.97056274847714,27.85332710953751,0.5687769457050741,22,2,1.0
8,28,1,7,56.0,50.14213562373095,25.64108981019109,0.5113681236595722,23,2,1.0
8,28,2,0,56.0,50.14213562373095,29.67584785251824,0.5918345416160026,23,2,1.0
8,28,2,1,56.0,48.97056274847714,25.028375338955286,0.5110902128592264,22,2,1.0
8,28,2,2,56.0,50.14213562373095,25.008912006389956,0.49876040769499846,23,2,1.0
8,28,2,3,56.0,47.798989873223334,25.821096270793902,0.5402017142889185,21,2,1.0
8,28,2,4,56.0,48.97056274847714,24.90655982119037,0.5086026874780992,22,2,1.0
8,28,2,5,56.0,47.798989873223334,26.49514790924884,0.5543035110056005,21,2,1.0
8,28,2,6,56.0,50.14213562373095,27.812069189587348,0.5546646317239154,23,2,1.0
8,28,2,7,56.0,48.97056274847714,27.171263644770875,0.5548489157522665,22,2,1.0
8,28,3,0,56.0,50.14213562373095,25.70702885059145,0.5126831661798025,23,2,1.0
8,28,3,1,56.0,50.14213562373095,26.585558282429737,0.5302039482707532,23,2,1.0
8,28,3,2,56.0,50.14213562373095,26.722289632474173,0.5329308235492709,23,2,1.0
8,28,3,3,56.0,48.97056274847714,25.182381291992954,0.5142350808042544,22,2,1.0
8,28,3,4,56.0,48.97056274847714,26.6659367492431,0.544529922725308,22,2,1.0
8,28,3,5,56.0,48.97056274847714,24.220085754451414,0.4945845911318345,22,2,1.0
8,28,3,6,56.0,50.14213562373095,26.732441260534202,0.5331332805833352,23,2,1.0
8,28,3,7,56.0,51.31370849898476,28.23423934198017,0.550228002767307,24,2,1.0
8,28,4,0,56.0,51.31370849898476,31.215587761796566,0.6083284306456659,24,2,1.0
8,28,4,1,56.0,50.14213562373095,26.215624488379184,0.5228262450786404,23,2,1.0
8,28,4,2,56.0,50.14213562373095,27.066344614671415,0.5397924176540584,23,2,1.0
8,28,4,3,56.0,48.97056274847714,27.20522742211014,0.5555424707255616,22,2,1.0
8,28,4,4,56.0,47.798989873223334,29.29282836168077,0.6128336276430479,21,2,1.0
8,28,4,5,56.0,48.97056274847714,28.58143370601946,0.5836451962543205,22,2,1.0
8,28,4,6,56.0,50.14213562373095,26.754771430862284,0.5335786180236001,23,2,1.0
8,28,4,7,56.0,47.798989873223334,28.858941034159137,0.6037562950744638,21,2,1.0
8,28,5,0,56.0,52.48528137423857,27.221579247685824,0.518651677859672,25,2,1.0
8,28,5,1,56.0,47.798989873223334,26.989965283505697,0.5646555576820942,21,2,1.0
8,28,5,2,56.0,50.14213562373095,26.319945699360236,0.5249067550067353,23,2,1.0
8,28,5,3,56.0,47.798989873223334,28.889059919553105,0.6043864105951862,21,2,1.0
8,28,5,4,56.0,47.798989873223334,26.941696434267254,0.5636457277805321,21,2,1.0
8,28,5,5,56.0,48.97056274847714,32.672843519675624,0.66719354824428,22,2,1.0
8,28,5,6,56.0,47.798989873223334,23.217210188056555,0.48572595884631187,21,2,1.0
8,28,5,7,56.0,50.14213562373095,26.169679084058117,0.5219099417790394,23,2,1.0
9,28,0,0,56.0,48.97056274847714,26.99563857222111,0.5512625760679175,22,2,1.0
9,28,0,1,56.0,51.31370849898476,26.64688695673794,0.519293727469827,24,2,1.0
9,28,0,2,56.0,48.97056274847714,28.281082541915307,0.5775118960174657,22,2,1.0
9,28,0,3,56.0,48.97056274847714,26.461952068129598,0.5403644676097273,22,2,1.0
9,28,0,4,56.0,50.14213562373095,24.24855431972729,0.48359636098648917,23,2,1.0
9,28,0,5,56.0,50.14213562373095,26.99164439401593,0.538302648227083,23,2,1.0
9,28,0,6,56.0,50.14213562373095,27.865600189482326,0.5557322168841622,23,2,1.0
9,28,0,7,56.0,47.798989873223334,26.722111735353092,0.5590518085471642,21,2,1.0
9,28,0,8,56.0,48.97056274847714,24.449275691491525,0.49926474843811824,22,2,1.0
9,28,1,0,56.0,50.14213562373095,24.705678613998302,0.4927129310843664,23,2,1.0
9,28,1,1,56.0,47.798989873223334,25.7261931907805,0.5382162522474588,21,2,1.0
9,28,1,2,56.0,47.798989873223334,25.80366707118464,0.5398370789764257,21,2,1.0
9,28,1,3,56.0,48.97056274847714,27.254720901253584,0.5565531489037491,22,2,1.0
9,28,1,4,56.0,50.14213562373095,26.05294061657775,0.5195817906935655,23,2,1.0
9,28,1,5,56.0,51.31370849898476,26.228476134814606,0.511139750020865,24,2,1.0
9,28,1,6,56.0,48.97056274847714,26.516598982210596,0.5414803811507188,22,2,1.0
9,28,1,7,56.0,48.97056274847714,26.77764623733256,0.5468110786242757,22,2,1.0
9,28,1,8,56.0,51.31370849898476,24.037491756421765,0.46844191268883534,24,2,1.0
9,28,2,0,56.0,50.14213562373095,23.08573673807004,0.46040593307206823,23,2,1.0
9,28,2,1,56.0,48.97056274847714,27.482341808378855,0.5612012659428441,22,2,1.0
9,28,2,2,56.0,51.31370849898476,25.711659467672575,0.501068042435118,24,2,1.0
9,28,2,3,56.0,48.97056274847714,26.672610745472486,0.5446662086051265,22,2,1.0
9,28,2,4,56.0,48.97056274847714,28.423517781611203,0.5804204850085187,22,2,1.0
9,28,2,5,56.0,50.14213562373095,25.607237634391964,0.5106929993279491,23,2,1.0
9,28,2,6,56.0,48.97056274847714,25.654161576910262,0.5238690375823389,22,2,1.0
9,28,2,7,56.0,48.97056274847714,25.101857267531102,0.5125907455150024,22,2,1.0
9,28,2,8,56.0,47.798989873223334,29.098104301184915,0.6087598164388297,21,2,1.0
9,28,3,0,56.0,48.97056274847714,25.68081979265333,0.5244134098387901,22,2,1.0
9,28,3,1,56.0,47.798989873223334,26.063810902945825,0.5452795335649256,21,2,1.0
9,28,3,2,56.0,47.798989873223334,27.149102080129076,0.5679848497245716,21,2,1.0
9,28,3,3,56.0,48.97056274847714,28.746003278439467,0.5870057778605657,22,2,1.0
9,28,3,4,56.0,48.97056274847714,26.647779472278394,0.5441591433030258,22,2,1.0
9,28,3,5,56.0,50.14213562373095,29.628838829232052,0.590897026236942,23,2,1.0
9,28,3,6,56.0,48.97056274847714,25.140030059388316,0.5133702503790424,22,2,1.0
9,28,3,7,56.0,48.97056274847714,25.0546359668771,0.511626466200988,22,2,1.0
9,28,3,8,56.0,47.798989873223334,25.119056945562114,0.525514388738864,21,2,1.0
9,28,4,0,56.0,50.14213562373095,25.93629828623506,0.517255556900534,23,2,1.0
9,28,4,1,56.0,52.48528137423857,29.239797651667303,0.5571047136658606,25,2,1.0
9,28,4,2,56.0,50.14213562373095,25.34605641779106,0.5054841821654569,23,2,1.0
9,28,4,3,56.0,48.97056274847714,27.283585366969163,0.557142573735639,22,2,1.0
9,28,4,4,56.0,48.97056274847714,25.356662064383844,0.5177939692999008,22,2,1.0
